artist_names,track_name,peak_streams,total_streams,peak_rank_max,max_days_on_chart,best_day_streams,first_appearance,uri,source,best_day_date,genres
Benson Boone,Ghost Town,1300572,50456813,191,49,1300572,2022-01-03,spotify:track:135Lf4Q0CzlMNfOxbEUsLH,"Night Street Records, Inc./Warner Records Inc.",2021-11-10,['Pop']
sangiovanni,malibu,1315177,50456274,177,53,1315177,2021-05-14,spotify:track:01hEpx8jnOG4q7nDK14Rhi,Universal Music Italia srL. (Sugar),2021-05-22,['Rap/Hip Hop']
"Luan Santana, Ana Castela",DEJA VU,2051749,50455468,190,34,2051749,2023-12-21,spotify:track:2IDf0IZ9dfw0uDYV2n1bJc,Sony Music Entertainment,2024-01-01,"['Brasilianische Musik', 'Country']"
Future,PUFFIN ON ZOOTIEZ,2199236,50399481,28,46,2199236,2022-04-29,spotify:track:1qMMYpVatbRITKCfq1gasi,Epic/Freebandz,2022-04-29,['Rap/Hip Hop']
"Robin Schulz, Wes",Alane,988136,50357455,195,66,988136,2020-07-09,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,WM Germany,2020-08-08,['Dance']
"Chris Brown, Justin Bieber, Ink",Don't Check On Me (feat. Justin Bieber & Ink),2070341,49981364,131,43,2070341,2019-06-27,spotify:track:3msKIQc0Yjuz3Zn39g3KLX,Chris Brown Entertainment/RCA Records,2019-06-28,['R&B']
"Dua Lipa, Angèle",Fever (feat. Angèle),1832874,49927665,49,54,1832874,2020-10-30,spotify:track:3F1P0QzdXtBz0MXy7KIO5w,Urban,2020-10-30,[]
"Bad Bunny, Don Omar",PA' ROMPERLA,2953078,49861469,30,50,2953078,2020-05-10,spotify:track:5XqCz18k96K8tx6DAYM97i,Rimas Entertainment LLC,2020-05-11,['Latin Musik']
PinkPantheress,Pain,1344190,49801138,196,54,1344190,2021-07-26,spotify:track:7CIERzyqIwLVKGp00YbHRO,Parlophone UK,2024-12-17,['Pop']
Sebastian Yatra,Dos Oruguitas,1067160,49754678,174,53,1067160,2022-01-03,spotify:track:5rohUzwEoRsUvAA1Bf3DLo,Walt Disney Records,2022-01-28,"['Filme/Videospiele', 'Filmmusik']"
XXXTENTACION,whoa (mind in awe),1415241,49751673,3,74,1415241,2019-01-01,spotify:track:7pdF27mSDuPWhppnHAmWHa,Bad Vibes Forever / EMPIRE,2019-01-11,['Pop']
"G-Eazy, Tory Lanez, Tyga",Still Be Friends (feat. Tory Lanez & Tyga),1098166,49620535,160,65,1098166,2020-02-08,spotify:track:0JjM9bKm4wrwohMslcm892,BPG/RVG/RCA Records,2020-02-14,['Rap/Hip Hop']
"ZAAC, Anitta, Tyga",Desce Pro Play (PA PA PA),1046135,49502776,95,64,1046135,2020-06-26,spotify:track:4zGtfOglDBfVUypabBwIjQ,Universal Music Ltda.,2020-07-04,['Pop']
Gustavo Moura & Rafael,Digitando,2234194,49494374,178,31,2234194,2024-04-26,spotify:track:3QpDKVHmf9RDQkJbAUNWzI,Astro Produções,2024-06-04,['Rap/Hip Hop']
"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,1226269,49474900,177,54,1226269,2021-01-23,spotify:track:1ere9b9vDw2N3m9d4uiXxa,Sony Music Entertainment,2021-03-13,[]
"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),1112604,49406835,76,92,1112604,2019-01-01,spotify:track:6mQLN3zRtAp6ovjusyYKrV,Atlantic Records,2019-01-16,['Pop']
Logic,Keanu Reeves,1708178,49403965,37,48,1708178,2019-01-18,spotify:track:25F6MWrnFBCXVnpN4n76EK,Def Jam Recordings,2019-01-18,['Rap/Hip Hop']
"Anuel AA, Ozuna",Antes,1503426,49381114,51,51,1503426,2021-01-22,spotify:track:73O30uMI7n6DuzBmbtO7kC,Real Hasta La Muerte LLC & Aura Music Corp.,2021-01-22,['Latin Musik']
"Sebastian Yatra, Mau y Ricky",Ya No Tiene Novio,962438,49342091,61,189,962438,2019-01-01,spotify:track:7uQmJ1jgNzBpATSoWKSPFu,UMLE - Latino,2019-01-19,"['Pop', 'Latin Musik']"
Taylor Swift,The Archer,2929533,49284497,112,40,2929533,2019-07-23,spotify:track:3Y7MHz19qCg1Pkxridtu1k,Taylor Swift,2019-07-24,[]
Billie Eilish,ilomilo,2745611,49239706,17,47,2745611,2019-03-29,spotify:track:7qEKqBCD2vE5vIBsrUitpD,Darkroom/Interscope Records,2019-03-29,['Alternative']
Jung Kook,Stay Alive (Prod. SUGA of BTS),4273772,49223500,3,34,4273772,2022-02-11,spotify:track:7CAdT0HdiQNlt1C7xk2hep,BIGHIT MUSIC,2022-02-11,[]
Meghan Trainor,I'll Be Home,3770948,49149540,49,54,3770948,2023-12-23,spotify:track:0lTurWECr2XL607eJAj1A3,Epic,2024-12-24,"['Dance', 'Pop']"
"Mahmood, BLANCO",Brividi,3586498,49130179,5,28,3586498,2022-02-02,spotify:track:1ZMGp9MTXbtAPvcKa0U3zS,Universal Music Italia srL.,2022-02-02,['Pop']
Vegedream,Ramenez la coupe à la maison,1384348,49077467,148,47,1384348,2022-12-18,spotify:track:1m0UFnuTktOkksvjbF9z0m,Universal Music Division Island Def Jam,2021-06-25,['Rap/Hip Hop']
Taylor Swift,The Great War,3683060,49058948,22,28,3683060,2022-10-21,spotify:track:3UMrglJeju5yWyYIW6o99b,Taylor Swift,2022-10-21,[]
XXXTENTACION,Everybody Dies In Their Nightmares,756190,49034943,6,433,756190,2020-11-15,spotify:track:3GVkPk8mqxz0itaAriG1L7,Bad Vibes Forever / EMPIRE,2021-01-29,['Rap/Hip Hop']
Post Malone,A Thousand Bad Times,3969818,48936256,11,37,3969818,2019-09-06,spotify:track:3hFG4jR5stnIQJDI64KlJY,Republic Records,2019-09-06,['Rap/Hip Hop']
AP Dhillon,With You,2070111,48751850,165,32,2070111,2023-08-16,spotify:track:0xIuPDzJSnJywALez8dwKR,Mass Appeal India,2023-08-21,['Pop']
The Weavers,We Wish You A Merry Christmas,3548531,48666124,17,225,3548531,2019-11-29,spotify:track:65Q2mv3UlVi9eO70OpsmSe,Geffen,2019-12-25,"['Pop', 'Folk']"
Calibre 50,A La Antigüita,1131542,48649617,192,59,1131542,2022-01-01,spotify:track:798ahLNEcoFER7Vywg1FMT,"Andaluz Music, LLC (Catalog)",2022-01-01,['Latin Musik']
"Tropkillaz, J Balvin, Anitta, ZAAC",Bola Rebola,1638534,48576007,43,61,1638534,2019-02-22,spotify:track:1OUPXna2MCgAt3VNmXJBtg,Universal Music Ltda.,2019-02-22,['Pop']
*NSYNC,"Merry Christmas, Happy Holidays",3007928,48527894,67,37,3007928,2023-12-22,spotify:track:15coTBAzEN1bOeipoNDZAR,RCA Records Label,2024-12-24,[]
"DJ Snake, Ozuna, Megan Thee Stallion, LISA","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",2326750,48468070,24,42,2326750,2021-10-22,spotify:track:6IPNp9PfaEqrzotY47TIWy,DJ Snake Music Productions Limited,2021-10-22,['Pop']
"Fuerza Regida, Peso Pluma",Igualito a Mi Apá,1388224,48351711,151,41,1388224,2023-04-15,spotify:track:17js0w8GTkTUFGFM6PYvBd,Rancho Humilde/Street Mob Records,2023-04-22,[]
"BLACKPINK, Cardi B",Bet You Wanna (feat. Cardi B),4712901,48329554,4,31,4712901,2020-10-02,spotify:track:7iAgNZdotu40NwtoIWJHFe,YG Entertainment/Interscope Records,2020-10-02,[]
"Anne-Marie, Niall Horan",Our Song,1667103,48328712,59,58,1667103,2021-05-21,spotify:track:5zqObw7wjBgL9TDiAymxPn,Atlantic Records/Asylum,2021-05-21,['Pop']
Lil Mosey,Noticed,847773,48302613,38,181,847773,2019-01-01,spotify:track:6JQvHMSaR8flFsN53ypOfP,Mogul Vision/Interscope Records,2019-01-18,['Rap/Hip Hop']
"Zedd, Katy Perry",365,1835240,48293521,39,49,1835240,2019-02-15,spotify:track:2XWjPtKdi5sucFYtVav07d,Interscope Records,2019-02-15,['Dance']
Ashley O,On A Roll,1646722,48239884,128,46,1646722,2019-06-20,spotify:track:56JyMaElW79S7TDWh1Zw1m,RCA Records Label,2019-07-05,['Pop']
"Mau y Ricky, Camilo, Lunay",La Boca - Remix,840159,48225816,180,68,840159,2019-07-27,spotify:track:2EEmzqzM70CybVspgM7YRT,Sony Music Latin,2019-08-31,['Pop']
aespa,Armageddon,2075434,48186343,95,30,2075434,2024-05-27,spotify:track:6i8MbzVn4nzyjUcSoVcz7B,SM Entertainment,2024-05-28,['Asiatische Musik']
"The Weeknd, Future",Double Fantasy (with Future),4168459,48176498,8,22,4168459,2023-04-21,spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,Republic Records,2023-04-21,[]
"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),1103416,48136456,194,58,1103416,2020-02-14,spotify:track:74fV8TuLZKVzSIOOGu8wwI,Columbia,2020-03-05,['Rap/Hip Hop']
Jessica Darrow,Surface Pressure,1958474,48135072,143,31,1958474,2022-01-01,spotify:track:760jhRscwGbIIe1m1IIQpU,Walt Disney Records,2022-01-21,"['Filme/Videospiele', 'Filmmusik']"
"Juice WRLD, Trippie Redd",Tell Me U Luv Me (with Trippie Redd),3424125,48077653,38,43,3424125,2020-05-29,spotify:track:4CNcRgjGw1v9VQaTaytdnD,Grade A Productions/Interscope Records,2020-07-10,[]
"Drake, Bad Bunny",Gently (feat. Bad Bunny),4769026,47985599,15,22,4769026,2023-10-06,spotify:track:6ZprqcYFC6D9eIZaCoqrSn,OVO/Republic,2023-10-06,[]
Zé Neto & Cristiano,Oi Balde - Ao Vivo,1413629,47951876,155,40,1413629,2023-03-11,spotify:track:3mzbab4H0iZYkHggSEj0UX,Som Livre,2023-06-03,['Brasilianische Musik']
"Drake, 21 Savage",Spin Bout U,6721807,47938859,8,24,6721807,2022-11-04,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,OVO / Republic Records,2022-11-04,['Rap/Hip Hop']
"Agust D, IU",People Pt.2 (feat. IU),3404828,47932149,11,27,3404828,2023-04-07,spotify:track:4EaQ0ouIydfeAgQUz284EF,BIGHIT MUSIC,2023-04-07,['Asiatische Musik']
Playboi Carti,ALL RED,7679383,47925653,3,20,7679383,2024-09-13,spotify:track:2cZOYofOX4d6g0OXxkaIjA,AWGE/Interscope Records,2024-09-13,['Rap/Hip Hop']
Taylor Swift,the last great american dynasty,5961910,47916279,4,30,5961910,2020-07-24,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,Taylor Swift,2020-07-24,[]
Saweetie,Tap In,1123731,47811325,196,58,1123731,2020-08-05,spotify:track:4Hpib09wXgD84w4uwTPnYD,ICY/Artistry Records/Warner Records,2020-08-28,['Rap/Hip Hop']
"Eminem, Dido",Stan,988150,47713425,112,59,988150,2022-02-14,spotify:track:3UmaczJpikHgJFyBTAJVoz,Interscope,2022-02-14,['Rap/Hip Hop']
"Capital Bra, Samra, LEA",110,1624591,47599450,48,47,1624591,2019-09-20,spotify:track:5sdQ7VUx6GOfsRoSxnK1YG,Urban,2019-09-23,['Rap/Hip Hop']
"Juice WRLD, The Kid LAROI",Reminds Me Of You,2091759,47501782,60,43,2091759,2020-12-08,spotify:track:5YSHygGN9D0mID1NsVd5my,Grade A Productions/Interscope Records,2020-12-11,['Rap/Hip Hop']
J. Cole,a m a r i,6595971,47491682,1,28,6595971,2021-05-14,spotify:track:2cnKST6T9qUo2i907lm8zX,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2021-05-14,['Rap/Hip Hop']
Mahmood,Soldi,1676481,47475769,40,48,1676481,2019-02-10,spotify:track:2dxky69jKzbtUfA3Hl8Nuo,Universal Music Italia srL.,2019-02-11,['Pop']
Ariana Grande,breathin,1166693,47437538,2,190,1166693,2019-01-01,spotify:track:4OafepJy2teCjYJbvFE60J,Republic Records,2019-02-08,['Pop']
"Fireboy DML, Ed Sheeran",Peru,1250400,47390871,85,53,1250400,2022-01-01,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,YBNL Nation / EMPIRE,2021-12-31,['Pop']
"Brytiago, Daddy Yankee, Ozuna, Anuel AA, Darell",Asesina - Remix,823996,47378044,111,124,823996,2019-01-01,spotify:track:59PYgzOiOjGDzjDT5N5oOX,Business Music,2019-01-18,['Latin Musik']
Jimin,Closer Than This,3086233,47377437,36,29,3086233,2023-12-22,spotify:track:3k6q0O9JnO2GhvD6C8fs20,BIGHIT MUSIC,2023-12-22,['Asiatische Musik']
"Regard, Troye Sivan, Tate McRae",You,1212661,47239127,74,56,1212661,2021-04-16,spotify:track:2cc8Sw1OnCuA5bV8nqWqpE,Ministry of Sound Recordings,2021-04-16,"['Dance', 'Pop']"
Kungs,Never Going Home,926416,47190111,200,60,926416,2021-07-24,spotify:track:0xfMlIW8lS40qvpsUw1l0X,Universal Music Division Island Def Jam,2021-12-31,['Electro']
The Kid LAROI,BABY I'M BACK,1545558,47185219,197,34,1545558,2024-08-28,spotify:track:5kDgJffgJ0lYHTSiaXFWNw,Columbia,2024-09-09,['Pop']
Doja Cat,Candy,1011925,47179104,129,55,1011925,2020-01-01,spotify:track:1VJwtWR6z7SpZRwipI12be,Kemosabe Records/RCA Records,2019-11-22,['R&B']
j-hope,MORE,3870017,47134435,9,34,3870017,2023-08-18,spotify:track:7GARzfC1mwhDuk4t9WOACq,BIGHIT MUSIC,2022-07-01,['Asiatische Musik']
"Paulo Pires, Mc Danny, Marcynho Sensação",Ameaça,1578835,47098538,151,49,1578835,2022-01-01,spotify:track:4fSHADbZbhpZCT9oJpxwbP,Paulo Pires,2022-01-01,['Brasilianische Musik']
Jack Harlow,Dua Lipa,3299338,47001594,30,35,3299338,2022-05-06,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,Generation Now/Atlantic,2022-05-06,['Rap/Hip Hop']
"Bad Bunny, Bryant Myers",SEDA,7307577,46965805,7,24,7307577,2023-10-13,spotify:track:1YnChEM51BVZ5dRhbVFEMl,Rimas Entertainment LLC,2023-10-13,['Latin Musik']
The Weeknd,Is There Someone Else?,4085441,46926262,9,31,4085441,2022-01-07,spotify:track:0mL82sxCRjrs3br407IdJh,XO / Republic Records,2022-01-07,['R&B']
"Anuel AA, Mambo Kingz, DJ Luian",Mas Rica Que Ayer,2609116,46904242,51,31,2609116,2023-03-09,spotify:track:3XjvMZqm2AQ8thMCD6w9w2,"Real Hasta La Muerte, LLC & Hear This Music, LLC",2023-03-17,['Latin Musik']
"6ix9ine, Nicki Minaj",TROLLZ,2058603,46880670,25,41,2058603,2020-06-12,spotify:track:3dVvWnj4D8JGkKvo6Hucso,Scumgang Records,2020-06-12,['Rap/Hip Hop']
Lil Baby,The Bigger Picture,1697696,46877491,47,47,1697696,2020-06-12,spotify:track:44gRhRi2OhEf7moAUj6MD1,Quality Control Music/Motown Records,2020-06-13,['Rap/Hip Hop']
Lizzo,2 Be Loved (Am I Ready),1157759,46768369,105,48,1157759,2022-07-15,spotify:track:13Irp51zj01BZu2XtDrnAg,Nice Life/Atlantic,2022-07-15,['Pop']
"Mert Demir, Mabel Matiz",Antidepresan,1735373,46703971,138,38,1735373,2023-01-01,spotify:track:4OH5Cd8ZOI1eSgJSC9PYmU,Pale Records & Pose Records,2022-12-17,[]
Travis Scott,THANK GOD,8975472,46668646,5,21,8975472,2023-07-28,spotify:track:1PH2MDbcBAU094DlgTIND1,Cactus Jack/Epic,2023-07-28,['Rap/Hip Hop']
Drake,No Friends In The Industry,6934847,46587392,12,28,6934847,2021-09-03,spotify:track:2tUL6dZf1mywCj5WvCPZw6,OVO,2021-09-03,['Rap/Hip Hop']
Taylor Swift,my tears ricochet,5721464,46579065,5,30,5721464,2020-07-24,spotify:track:1DnpjwTbSwV2V6O4PABMjW,Taylor Swift,2020-07-24,[]
"Lizzo, Ariana Grande",Good as Hell,1163277,46501607,174,48,1163277,2019-07-04,spotify:track:6uAm7pG66O1XesXS9bpHSF,Warner Music Group - X5 Music Group,2019-08-02,"['Pop', 'R&B']"
Adele,Can I Get It,5055611,46491200,7,26,5055611,2021-11-19,spotify:track:6w8ZPYdnGajyfPddTWdthN,Columbia,2021-11-19,"['Pop', 'International Pop', 'Rock']"
"Alvaro Diaz, Feid",GATITAS SANDUNGUERAS - VOL.1,2036049,46479516,183,30,2036049,2024-05-17,spotify:track:6BpZpCM8d8FJnVnr1IbnFL,"UMG Recordings, Inc./Universal Music Latino",2024-06-07,"['Rap/Hip Hop', 'Latin Musik']"
Feid,Si Te La Encuentras Por Ahí,1713848,46371440,43,42,1713848,2022-08-05,spotify:track:02jLfqc9gMo8PkHEGHY3OT,UMLE - Latino,2022-08-05,"['Rap/Hip Hop', 'Latin Musik']"
Bad Bunny,EL CLúB,4472432,46281783,14,22,4472432,2024-12-06,spotify:track:3zOgFY5kpQ6p2cwPIquZks,Rimas Entertainment LLC,2024-12-06,['Latin Musik']
Miley Cyrus,River,3669597,46263294,11,25,3669597,2023-03-10,spotify:track:04CqLjewJiSAqM210vZAmT,Columbia,2023-03-10,['Pop']
Kendrick Lamar,meet the grahams,5098087,46252041,19,18,5098087,2024-05-05,spotify:track:4S8PxReB1UiDR2F5x1lyIR,Kendrick Lamar under exclusive license to Interscope Records,2024-05-06,['Rap/Hip Hop']
"Lil Yachty, DaBaby, Drake",Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),1735029,46216228,107,53,1735029,2020-03-10,spotify:track:7wsmIIm0xWmtP7TmACXkJn,Quality Control Music/Motown Records,2020-03-13,['Rap/Hip Hop']
Sabrina Carpenter,Sharpest Tool,4098000,46203727,15,22,4098000,2024-08-23,spotify:track:3iPIDAFybaoyqX7hvAfWkl,Island Records,2024-08-23,['Pop']
"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",Bande organisée,1086980,46199896,194,52,1086980,2020-08-18,spotify:track:205HNJ73cgpC0LAOnuQiWT,Rien 100 Rien,2020-09-18,['Rap/Hip Hop']
"Ed Sheeran, Eminem, 50 Cent",Remember The Name (feat. Eminem & 50 Cent),3539420,46081673,10,36,3539420,2019-07-12,spotify:track:0AtP8EkGPn6SwxKDaUuXec,Atlantic Records UK,2019-07-12,['Pop']
"KAROL G, Anuel AA",Culpables,890475,45997391,80,169,890475,2019-01-01,spotify:track:6q8Lb50EtqNeeJXXe8mMAH,UMLE - Latino,2019-01-17,"['Rap/Hip Hop', 'Latin Musik']"
"Sleepy Hallow, 347aidan",Die Young (feat. 347aidan),1357060,45781577,127,47,1357060,2022-05-26,spotify:track:6EbVuwU7EnKeF2hdpViXCH,Winners Circle/RCA Records,2022-05-27,['Rap/Hip Hop']
J. Cole,i n t e r l u d e,5363638,45707969,5,22,5363638,2021-05-07,spotify:track:2gyYjQWXKxemhAyMPgctIx,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2021-05-14,['Rap/Hip Hop']
Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",2187519,45695795,184,29,2187519,2024-07-08,spotify:track:16kiQQ4BoLHDyj5W2fkfNK,Saregama India Ltd,2024-07-13,[]
Ariana Grande,God is a woman,1058003,45686483,2,228,1058003,2019-01-01,spotify:track:5OCJzvD7sykQEKHH7qAC3C,Republic Records,2019-02-08,['Pop']
"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",Pa Olvidarte (feat. Manuel Turizo) - Remix,864513,45632927,199,64,864513,2019-02-15,spotify:track:2ktoFujjJtantyMoVdBJlX,Sony Music Latin,2019-03-01,['Rock']
TOTO,Hold the Line,1641357,45621642,192,34,1641357,2024-06-14,spotify:track:4aVuWgvD0X63hcOCnZtNFA,Columbia,2024-09-07,['Pop']
"Marília Mendonça, Maiara & Maraisa",Presepada,1325256,45613219,148,49,1325256,2022-01-01,spotify:track:3YvE7uo4ffseBoJPh8IhHp,Som Livre,2021-12-25,['Brasilianische Musik']
Chlöe,Have Mercy,1172700,45572324,133,49,1172700,2021-09-10,spotify:track:5SixeLvPsYpk7qq9lo5xYg,Parkwood Entertainment/Columbia,2021-09-24,['R&B']
"Beyoncé, Miley Cyrus",II MOST WANTED,5328563,45527038,7,19,5328563,2024-03-29,spotify:track:6zuPQl2RVqQ4y5nAH61CFC,Parkwood Entertainment/Columbia,2024-03-29,"['Country', 'Pop']"
"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),2035428,45524266,47,34,2035428,2023-04-14,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,10K Projects/Capitol Records,2023-04-14,[]
"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,2294783,45497071,31,37,2294783,2021-07-30,spotify:track:2sXf2JdbB2GlNju00kw9WE,Aftermath Entertainment/Atlantic,2021-07-30,"['Pop', 'R&B']"
Red Velvet,Psycho,1355229,45448208,179,49,1355229,2020-01-01,spotify:track:3CYH422oy1cZNoo0GTG1TK,SM Entertainment,2019-12-27,"['Asiatische Musik', 'Pop']"
"LE SSERAFIM, Nile Rodgers",UNFORGIVEN (feat. Nile Rodgers),1974668,45433636,71,32,1974668,2023-05-01,spotify:track:51vRumtqbkNW9wrKfESwfu,SOURCE MUSIC,2023-05-02,['Asiatische Musik']
"Labrinth, Zendaya",All For Us,1618429,45378752,54,94,1618429,2022-02-26,spotify:track:76YSWx6L6FNsuaP6GWBb8P,Syco Music,2022-03-02,"['Filme/Videospiele', 'Filmmusik']"
Miley Cyrus,Party In The U.S.A.,2353901,45377489,81,41,2353901,2023-01-01,spotify:track:3E7dfMvvCLUddWissuqMwr,Hollywood Records,2024-07-04,['Pop']
Billie Eilish,listen before i go,2588747,45354784,21,46,2588747,2019-03-29,spotify:track:0tMSssfxAL2oV8Vri0mFHE,Darkroom/Interscope Records,2019-03-29,['Alternative']
Katy Perry,Daisies,1722552,45260624,39,51,1722552,2020-05-15,spotify:track:4uqh9bualXNHXXwO2wPorc,Capitol Records,2020-05-15,['Pop']
"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made of This) - 2005 Remaster,1926025,45250217,162,37,1926025,2023-10-31,spotify:track:1TfqLAPs4K3s2rJMoCokcS,RCA Records Label,2024-10-31,['Pop']
"Metro Boomin, Coi Leray",Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),1920760,45171622,182,28,1920760,2023-06-02,spotify:track:0AAMnNeIc6CdnfNU85GwCH,Republic Records,2023-06-12,['Rap/Hip Hop']
Taylor Swift,Bigger Than The Whole Sky,3643214,45142540,23,26,3643214,2022-10-21,spotify:track:0BiqmkasE5FdrChwKfVp8X,Taylor Swift,2022-10-21,[]
"Rod Wave, ATR Son Son",Rags2Riches (feat. ATR Son Son),1358379,45130999,126,44,1358379,2020-07-08,spotify:track:1ENdcyhqdylaLsPVgB83qq,Alamo,2020-07-17,['Rap/Hip Hop']
Burl Ives,Rudolph The Red-Nosed Reindeer,3901762,45117621,69,28,3901762,2023-12-16,spotify:track:47otoIkhx3fkdivEXL5OB6,Geffen,2024-12-25,[]
"Sofía Reyes, Rita Ora, Anitta",R.I.P. (feat. Rita Ora & Anitta),1866494,44900506,52,42,1866494,2019-03-15,spotify:track:6JqpFboOH2bq9pzaYbkKBn,WEA Latina,2019-03-22,['Pop']
Gorillaz,Feel Good Inc.,1474187,44849055,184,34,1474187,2024-07-01,spotify:track:0d28khcov6AiegSCpG5TuT,Parlophone UK,2024-11-08,['Rap/Hip Hop']
"Idina Menzel, Michael Bublé",Baby It's Cold Outside (with Michael Bublé),2940793,44834430,88,32,2940793,2023-12-22,spotify:track:0Ie5uiv54KgCr7P4sYDTHl,Warner Records,2024-12-25,[]
"Bizarrap, Duki","Duki: Bzrp Music Sessions, Vol. 50",5653860,44829794,3,22,5653860,2022-11-17,spotify:track:7MkylDYvKTSuWgrsBhHlsG,DALE PLAY Records,2022-11-17,['Latin Musik']
"Ariana Grande, Victoria Monét",MONOPOLY (with Victoria Monét),2780604,44810524,19,32,2780604,2019-04-02,spotify:track:6tsOcBnaKgzK22yEiqRh8P,Republic Records,2019-04-05,[]
Kendrick Lamar,reincarnated,6030095,44799877,23,16,6030095,2024-11-22,spotify:track:1FuJwAXJv0WsPXcYMaAUs8,"pgLang, under exclusive license to Interscope Records",2024-11-23,['Rap/Hip Hop']
"Jasleen Royal, B Praak, Romy","Ranjha (From ""Shershaah"")",1137224,44794051,155,49,1137224,2021-08-17,spotify:track:72zHuDxFQTjbL51qJQSA7j,Sony Music Entertainment India Pvt. Ltd.,2021-08-24,"['Filme/Videospiele', 'Filmmusik', 'Bollywood']"
"Diplo, Jonas Brothers",Lonely (with Jonas Brothers),1126174,44787533,81,49,1126174,2019-09-27,spotify:track:4fwo6czG5nvOQMzhOto1ya,Columbia,2019-09-27,[]
Ariana Grande,supernatural,4624303,44741178,15,20,4624303,2024-03-08,spotify:track:142PiXzA84lmEw2RstFHFa,Republic Records,2024-03-08,['Pop']
"Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch","dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",5135587,44650203,33,18,5135587,2024-11-22,spotify:track:442ifpYGFKfyz8PohOQEVd,"pgLang, under exclusive license to Interscope Records",2024-11-23,[]
Jonas Esticado,Investe Em Mim,1072347,44624841,199,57,1072347,2020-08-01,spotify:track:15k1TDabqSEmyXOwMq9RM7,Som Livre,2021-01-01,[]
"Mc Pedrinho, DJ 900","Gol Bolinha, Gol Quadrado 2",1549591,44602787,198,36,1549591,2023-06-29,spotify:track:0U9CZWq6umZsN432nh3WWT,GR6 Music,2023-07-08,['Brasilianische Musik']
"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),3394091,44530634,104,23,3394091,2024-07-02,spotify:track:4KWeGKChLKcnZsj3sIOSkW,Shady/Aftermath/Interscope Records,2024-07-12,[]
$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",1056231,44508841,189,50,1056231,2021-09-15,spotify:track:30QR0ndUdiiMQMA9g1PGCm,G59 Records,2021-10-01,['Rap/Hip Hop']
Taylor Swift,Back To December (Taylor's Version),8118761,44454592,2,21,8118761,2023-07-07,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,2023-07-07,[]
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),3704570,44432222,18,33,3704570,2021-04-07,spotify:track:7l2tmgUhV7Y2aJHjiszifg,Taylor Swift,2021-04-09,[]
"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",3488986,44427397,5,39,3488986,2021-01-15,spotify:track:3jjBPF4NDMCU51psU8JPpR,Republic Records,2021-01-15,[]
"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed – Siren Beat) [BTS Remix],2182216,44410624,37,44,2182216,2020-10-02,spotify:track:4TgxFMOn5yoESW6zCidCXL,Columbia,2020-10-02,['Pop']
"Ariana Grande, Doja Cat",motive (with Doja Cat),4821156,44405486,4,30,4821156,2020-10-30,spotify:track:5GkQIP5mWPi4KZLLXeuFTT,Republic Records,2020-10-30,[]
Calvin Harris,Summer,1465435,44355758,194,35,1465435,2021-06-13,spotify:track:6YUTL4dYpB9xZO5qExPf05,Columbia,2024-06-26,['Dance']
ROSALÍA,LLYLM,2571876,44322357,26,27,2571876,2023-01-27,spotify:track:2SiAcexM2p1yX6joESbehd,Columbia,2023-01-27,['Pop']
Ava Max,Christmas Without You,3494656,44311304,197,25,3494656,2023-12-21,spotify:track:1QLZKzC2pjP4ySf4ALrNhm,Atlantic Records,2024-12-24,['Pop']
"Becky G, Paulo Londra",Cuando Te Besé,1164531,44259294,39,201,1164531,2019-01-01,spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,Sony Music Latin,2019-01-12,"['Rap/Hip Hop', 'Pop']"
