artist_names,track_name,peak_streams,total_streams,peak_rank_max,max_days_on_chart,best_day_streams,first_appearance,uri,source,best_day_date,genres
Judy Garland,Have Yourself A Merry Little Christmas,2134271,11363891,60,13,2134271,2020-12-24,spotify:track:030mot3ZKR3oskfMsqDB2R,Geffen,2020-12-25,[]
"Drake, Lil Yachty",Another Late Night (feat. Lil Yachty),3139952,11359661,32,6,3139952,2023-10-06,spotify:track:17IBDpAl3J39swaoPlfGpp,OVO/Republic,2023-10-06,[]
"DJ Snake, Justin Bieber",Let Me Love You,1198427,11320641,3,337,1198427,2023-12-28,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,DJ Snake Def Jam,2023-12-30,['Dance']
Lil Uzi Vert,POP,2947283,11314705,19,8,2947283,2020-03-06,spotify:track:1jDbQz6tr52WgScCTXMnaN,Generation Now/Atlantic,2020-03-06,['Rap/Hip Hop']
"j-hope, Gaeko, YOON MIRAE",NEURON (with Gaeko & YOON MIRAE),2559464,11307544,39,7,2559464,2024-03-29,spotify:track:11sirgYaEutV40tkvgpHN6,BIGHIT MUSIC,2024-03-29,['Asiatische Musik']
Eminem,Premonition - Intro,3281143,11305998,18,8,3281143,2020-01-17,spotify:track:7ccTcabbJlCJiIqtrSSwBk,Shady/Aftermath/Interscope Records,2020-01-17,['Rap/Hip Hop']
Dean Lewis,7 Minutes,782650,11283105,187,16,782650,2019-01-18,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,Universal Music Australia Pty. Ltd.,2019-02-01,['Singer & Songwriter']
"Pop Smoke, Kanye West, Pusha T",Tell The Vision (feat. Kanye West & Pusha T),2566521,11271499,22,10,2566521,2021-07-16,spotify:track:2UwALqx6yOsXTFt7zRxnts,Victor Victor Worldwide,2021-07-16,['Rap/Hip Hop']
"John Legend, Stevie Wonder",What Christmas Means to Me (feat. Stevie Wonder),2431303,11266630,162,6,2431303,2023-12-24,spotify:track:4hnzXzE7JiU5QAZFF9OUsI,Columbia/Legacy,2024-12-25,['Pop']
BTS,00:00 (Zero O’Clock),1919934,11265771,42,10,1919934,2020-02-21,spotify:track:2rk5DdEFF6wJ13Wrwm2sy6,BIGHIT MUSIC,2020-02-21,['Asiatische Musik']
beabadoobee,Glue Song,1936429,11257613,50,9,1936429,2023-02-15,spotify:track:3iBgrkexCzVuPy4O9vx7Mf,Dirty Hit,2023-02-15,['Alternative']
"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,1427918,11248250,76,12,1427918,2020-05-01,spotify:track:2RxC2peY3FtrurYmbbmanr,Lizos Music,2020-05-02,['Latin Musik']
Taylor Swift,closure,3079442,11245393,28,7,3079442,2020-12-11,spotify:track:3uayvzcbqFydIbgUeC6EJh,Taylor Swift,2020-12-11,[]
"MC K.K, Dj TG Beats, Dj Aurélio, MC Lipivox",Agudo Mágico 3,1196789,11245120,191,11,1196789,2023-01-01,spotify:track:6Hio4nlyWL2WBL8nYlbuGt,Authentic Records OFC,2022-12-31,"['Brasilianische Musik', 'Soul & Funk']"
Juice WRLD,Maze,1584679,11228502,47,13,1584679,2019-03-08,spotify:track:4mUIe9gfsdtsVP2zFIl74x,Grade A Productions/Interscope Records,2019-03-08,['Rap/Hip Hop']
Maluma,Mala Mía,718316,11227586,47,159,718316,2019-01-01,spotify:track:62o8KoI44JfN7aYxgTnPvh,Sony Music Latin,2019-01-12,"['Rap/Hip Hop', 'Pop', 'Latin Musik']"
Taylor Swift,Never Grow Up (Taylor's Version),4668451,11217450,19,5,4668451,2023-07-07,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,Taylor Swift,2023-07-07,[]
Lil Uzi Vert,Venetia,1911918,11216744,57,9,1911918,2020-03-06,spotify:track:3BYIzNZ3t9lRQCACXSMLrT,Generation Now/Atlantic,2020-03-06,['Rap/Hip Hop']
"AYLIVA, Apache 207",Wunder,2348210,11210880,54,7,2348210,2024-04-26,spotify:track:16f4ZN6XOfrIO8fJkm28HM,Whiteheart Records/WM Germany,2024-04-26,['Rap/Hip Hop']
"Capital Bra, Summer Cem, KC Rebell",Rolex,1516890,11210438,58,13,1516890,2019-04-12,spotify:track:38lQ7lYhN3eSWepnZHaiBF,Bra Musik,2019-04-12,['Rap/Hip Hop']
Ufo361,Emotions,912594,11208239,98,15,912594,2020-04-24,spotify:track:6lU4BQWZomCWRfKSowfezE,Stay High,2020-04-24,['Rap/Hip Hop']
"Pop Smoke, Rowdy Rebel",Make It Rain (feat. Rowdy Rebel),1831675,11207602,40,18,1831675,2020-07-03,spotify:track:71d7LaAgPcNcUopu3OzmP7,Victor Victor Worldwide,2020-07-03,[]
Eno,Blackberry Sky,1011147,11200401,100,14,1011147,2019-03-22,spotify:track:4cawYWrqMRz0T0hOIVxk6j,Alles Oder Nix Records,2019-03-22,['Rap/Hip Hop']
Bonez MC,Angeklagt,1398341,11159561,59,12,1398341,2020-10-23,spotify:track:3pJa2fy3VW7Uxrzzz0k1A7,187 Strassenbande,2020-10-23,['Rap/Hip Hop']
"Blue Ivy, SAINt JHN, Beyoncé, Wizkid",BROWN SKIN GIRL,1196278,11155049,69,14,1196278,2019-07-19,spotify:track:0B3FovCVaGKS5w1FTidEUP,Parkwood Entertainment/Columbia,2019-07-19,"['Rap/Hip Hop', 'Filme/Videospiele', 'Filmmusik']"
Joji,YUKON (INTERLUDE),1683637,11147123,78,10,1683637,2022-08-26,spotify:track:3ZQLH6uKCfvgkbnMSVNCQe,88rising Music,2022-11-04,['Alternative']
"Yandel, Feid, Daddy Yankee",Yankee 150,1470250,11110003,165,9,1470250,2023-06-23,spotify:track:28BSTgZH1ckI8Xfy8LXaRz,La Leyenda LLC,2023-06-30,['Latin Musik']
PEDRO SAMPAIO,POCPOC,1705936,11109998,191,8,1705936,2024-01-20,spotify:track:0oQCRjrWGvkqkdf82UlXI3,WM Brazil,2024-02-10,['Brasilianische Musik']
Daya,Insomnia,760285,11104433,200,16,760285,2019-04-02,spotify:track:7hzlzoOwCZ4D3Ow5YZK4kj,Interscope Records,2019-04-10,['Pop']
Trippie Redd,Who Needs Love,1513809,11094939,47,13,1513809,2019-11-22,spotify:track:2ktxr00GpTtbMNeBjNeY8D,"TenThousand Projects, LLC",2019-11-22,['Rap/Hip Hop']
"Jonas Brothers, KAROL G",X (with KAROL G),1166928,11094298,74,14,1166928,2020-05-15,spotify:track:77fvnWALKJR0ws1VUx09CY,Republic Records,2020-05-15,[]
"Taylor Swift, Ed Sheeran",Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),2988393,11063569,24,7,2988393,2021-11-12,spotify:track:5uQQcvcXoCwKPK5sYvarzO,Taylor Swift,2021-11-12,[]
"Charli xcx, Lorde","Girl, so confusing featuring lorde",2314489,11036482,47,7,2314489,2024-06-21,spotify:track:2YFhqZvhTpyK13gKXMKV7R,Atlantic Records,2024-06-21,['Dance']
"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,1004554,11027241,156,13,1004554,2020-11-17,spotify:track:4jcxBTrNvyqMJdMDyyjdYV,Universal Music Mexico,2020-11-21,['Latin Musik']
"Beyoncé, JAY-Z, Childish Gambino, Oumou Sangaré",MOOD 4 EVA (feat. Oumou Sangaré),1513805,11012020,46,11,1513805,2019-07-19,spotify:track:7oqftogUN82Q7VNy2TmTJW,Parkwood Entertainment/Columbia,2019-07-19,"['Rap/Hip Hop', 'Filme/Videospiele', 'Filmmusik']"
Kendrick Lamar,Auntie Diaries,3816621,11000423,24,6,3816621,2022-05-13,spotify:track:19Fg3WrTfo35Ji3PtfZE6J,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,2022-05-13,['Rap/Hip Hop']
Demi Lovato,Anyone,1332519,10999294,90,12,1332519,2020-01-27,spotify:track:18ssFhD04lWo1RzpcohnrG,Island Records/Hollywood Records,2020-01-31,['Pop']
"Lil Baby, Gunna, Drake","Never Recover (Lil Baby & Gunna, Drake)",691894,10996102,15,98,691894,2019-01-01,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",2019-01-17,['Rap/Hip Hop']
Beyoncé,MY HOUSE,2042636,10978414,65,7,2042636,2023-12-01,spotify:track:7omJfT9s6V2IpQNBYyq5C8,Parkwood Entertainment/Columbia,2023-12-01,"['Dance', 'Pop']"
Post Malone,Wrapped Around Your Finger,2239612,10976656,30,8,2239612,2022-06-03,spotify:track:6Kfoo60npYPdvNxMPMiDpX,Mercury Records/Republic Records,2022-06-03,['Rap/Hip Hop']
Kanye West,New Again,2909424,10967462,34,6,2909424,2021-08-29,spotify:track:2GPTiPR5db727wu1tFvFt4,Rock The World/IDJ/Kanye LP7,2021-08-30,['Rap/Hip Hop']
Pop Smoke,Something Special,1633149,10958084,53,12,1633149,2020-07-03,spotify:track:5kkaSMcf4BFlhRRICCKZb6,Victor Victor Worldwide,2020-07-03,['Rap/Hip Hop']
Rammstein,Deutschland,1455000,10949528,62,12,1455000,2019-03-29,spotify:track:1T8IRUJBga0JXioJZvxjBR,Rammstein,2019-03-29,['Rock']
"Tyler, The Creator",IGOR'S THEME,2941072,10926306,11,8,2941072,2019-05-17,spotify:track:51RN0kzWd7xeR4th5HsEtW,Columbia,2019-05-17,['Rap/Hip Hop']
"Juice WRLD, Eminem, benny blanco",Lace It (with Eminem & benny blanco),1819672,10922746,152,8,1819672,2023-12-17,spotify:track:4qmG24ebshLXtKu9HIShBP,Grade A Productions/Interscope Records,2023-12-22,['Rap/Hip Hop']
"Roddy Ricch, Gunna",Start Wit Me (feat. Gunna),831283,10921658,179,15,831283,2020-01-06,spotify:track:7A20WnLkjtZU2d7hIB6Ziu,Atlantic Records,2019-12-06,['Rap/Hip Hop']
"J Balvin, Bad Bunny",MOJAITA,2006910,10916176,32,12,2006910,2019-06-28,spotify:track:71pEiUWwfDFiRO6RmFpnBf,Universal Music Latino / Rimas,2019-06-28,"['Rap/Hip Hop', 'Latin Musik']"
"Cardi B, Megan Thee Stallion",Bongos (feat. Megan Thee Stallion),1904700,10903856,70,8,1904700,2023-09-08,spotify:track:4YQImHflXSiIMXntcwPkx8,Atlantic Records,2023-09-08,['Rap/Hip Hop']
"Bizarrap, Milo j",No soy Eterno,1554374,10903111,169,8,1554374,2023-10-05,spotify:track:0aPs3kmiqmt9QG7gWXdefA,DALE PLAY Records,2023-10-10,['Latin Musik']
"Dj Guuga, Wesley Safadão, Zé Felipe",Depende,1199545,10868721,131,12,1199545,2022-02-19,spotify:track:1M5OUvKG03C0QtzvxRS4Zk,Dj Guuga,2022-02-26,[]
"Future, Drake, Young Thug",D4L,3123117,10867967,14,8,3123117,2020-05-01,spotify:track:5fHrHoJKfCgBd35zwIBmUK,OVO,2020-05-01,['Rap/Hip Hop']
"Ed Sheeran, Ella Mai",Put It All on Me (feat. Ella Mai),1882708,10834365,39,10,1882708,2019-07-12,spotify:track:5T03itPFOPGGkvVPvPiyla,Atlantic Records UK,2019-07-12,['Pop']
"Luísa Sonza, KayBlack",Sagrado Profano,1416030,10828356,199,8,1416030,2024-06-12,spotify:track:7ldcYtMOjtX1eFVEYzj2kJ,Sony Music Entertainment,2024-06-14,['Pop']
"Eminem, Don Toliver",No Regrets (feat. Don Toliver),2020113,10821337,51,9,2020113,2020-01-17,spotify:track:1lO9CZo6eDrOy0S7khgryG,Shady/Aftermath/Interscope Records,2020-01-17,[]
Lana Del Rey,Fuck it I love you,1402125,10809326,80,12,1402125,2019-08-23,spotify:track:28aEiMfveru430xmXhDCy3,Polydor Records,2019-08-30,['Alternative']
Stray Kids,CASE 143,1597790,10807258,54,10,1597790,2022-10-07,spotify:track:3O8G8eVrhfXTGttyQ1xVuq,Republic Records - Stray Kids,2022-10-07,['Asiatische Musik']
"Duki, JHAYCO",RoCKSTAR 2.0,1927425,10806407,92,8,1927425,2023-06-22,spotify:track:4xUtTQuVT6UBF76SPsgOsr,DALE PLAY Records / SSJ Records,2023-06-23,['Latin Musik']
"Taylor Swift, Gary Lightbody",The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),2820097,10799411,29,7,2820097,2021-11-12,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,Taylor Swift,2021-11-12,[]
"Kid Cudi, Eminem",The Adventures of Moon Man & Slim Shady (with Eminem),2758087,10768939,26,9,2758087,2020-07-10,spotify:track:38iBrrbbXyWaSPkmuDNgjZ,Republic Records,2020-07-10,['Rap/Hip Hop']
Taylor Swift,Stay Stay Stay (Taylor's Version),2964136,10767008,26,7,2964136,2021-11-12,spotify:track:1ftFtW8S1621tu0MIQy0Sg,Taylor Swift,2021-11-12,[]
Lil Tecca,Shots,989465,10742516,113,14,989465,2019-08-30,spotify:track:5xjei7JnROsAzLY2a7RdZU,Republic Records,2019-08-30,['Rap/Hip Hop']
"J Balvin, Zion & Lennox",No Es Justo,680667,10738438,27,209,680667,2019-01-01,spotify:track:5qFeMRz4TvetPmzjre9Dq7,UMLE - Latino,2019-01-01,[]
Bad Bunny,TRELLAS,3446929,10733416,19,7,3446929,2020-11-27,spotify:track:09WAnxdBuebQopKhJT3oZS,Rimas Entertainment LLC,2020-11-27,['Latin Musik']
J. Cole,c l o s e,3455563,10712648,22,7,3455563,2021-05-14,spotify:track:4YiY551vHi6glMtgVxuqAy,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2021-05-14,['Rap/Hip Hop']
Taylor Swift,Wildest Dreams,1341859,10706701,159,17,1341859,2023-08-10,spotify:track:3fVnlF4pGqWI9flVENcT28,"Big Machine Records, LLC",2023-08-10,[]
"Sofía Reyes, Jason Derulo, De La Ghetto","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",856784,10701483,31,256,856784,2022-07-16,spotify:track:737gzPI5VAmgUGWiJ9yXuu,WEA Latina,2022-07-22,['Pop']
Lady Gaga,Alice,3111581,10682951,12,8,3111581,2020-05-29,spotify:track:41A89rj3GoMG6ktN37L7PG,Interscope,2020-05-29,['Pop']
"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya (From ""Jawan"")",1607870,10674776,199,8,1607870,2023-08-28,spotify:track:4nc6XiUze2Yh7wFueGOPv7,T-Series,2023-09-05,[]
"Eminem, Anderson .Paak",Lock It Up (feat. Anderson .Paak),2013592,10662701,52,9,2013592,2020-01-17,spotify:track:1qwMkkRiD5jqLeUUjfgblh,Shady/Aftermath/Interscope Records,2020-01-17,[]
"Metro Boomin, Future, Don Toliver",I Can't Save You (Interlude) [with Future & feat. Don Toliver],1838707,10649362,78,7,1838707,2022-12-02,spotify:track:2N9LEu6Pf8nDcp3GjWJT1Z,Republic Records,2022-12-02,['Rap/Hip Hop']
The Weeknd,A Tale By Quincy,3054378,10644730,21,7,3054378,2022-01-07,spotify:track:759ndr57jb0URg4j9YSWml,XO / Republic Records,2022-01-07,['R&B']
Drake,The Remorse,3837627,10641454,30,6,3837627,2021-09-03,spotify:track:1cCXT1cErAY6tmIqHbodrt,OVO,2021-09-03,['Rap/Hip Hop']
"Lil Uzi Vert, WanMor",Bigger Than Life,2261927,10641204,46,8,2261927,2020-03-06,spotify:track:2oHDJHNondITqbl8xZ9vPn,Generation Now/Atlantic,2020-03-06,[]
Ninho,Lettre à une femme,1281341,10632987,111,11,1281341,2020-03-08,spotify:track:5HEtuK03ygUzqca6yfgOYZ,Rec. 118 / Mal Luné Music,2020-03-09,['Rap/Hip Hop']
Emir Can İğrek,Ali Cabbar,1505015,10630689,113,8,1505015,2023-07-03,spotify:track:1u9oZzM8CTeCMXsdTXaOtY,Hypers,2023-07-04,[]
"Lil Uzi Vert, Nicki Minaj",Endless Fashion (feat. Nicki Minaj),2652994,10626345,24,7,2652994,2023-06-30,spotify:track:41bmnQZoDMQdDh5zyomtW7,Generation Now/Atlantic,2023-06-30,['Rap/Hip Hop']
Maluma,Agua de Jamaica,968439,10620428,118,14,968439,2021-01-29,spotify:track:41BzKiCrKpUQHS3TP0jmdr,Sony Music Latin,2021-01-29,['Rap/Hip Hop']
The Weeknd,Repeat After Me (Interlude),2602638,10609931,30,8,2602638,2020-03-20,spotify:track:40U8d12pC5UHqmHwXjHjjl,Republic Records,2020-03-20,[]
"Marracash, thasup, Sfera Ebbasta",SUPREME - L'ego,1153037,10580175,72,14,1153037,2019-10-31,spotify:track:020wG4EHTwBy5h2rbpxqvK,Universal Music Italia srL.,2019-10-31,['Rap/Hip Hop']
"Lauv, Conan Gray",Fake,1177271,10574766,77,14,1177271,2020-10-16,spotify:track:4Gt2kh3QbAGU6yquOWn4aW,Lauv,2020-10-16,['Pop']
NewJeans,Get Up,2172778,10571427,41,7,2172778,2023-07-21,spotify:track:1wUnuiXMMvhudmzvcCtlZP,ADOR,2023-07-21,['Asiatische Musik']
Kid Cudi,She Knows This,2920361,10561183,33,7,2920361,2020-12-11,spotify:track:1xzUQMiCoY5pdego0pHMeV,Republic Records,2020-12-11,['Rap/Hip Hop']
Adele,Make You Feel My Love,1337545,10558353,81,15,1337545,2021-10-15,spotify:track:273QnyCvJB65rScHJ1nPZb,XL Recordings,2021-10-15,['Pop']
"NATTAN, Zé Felipe, O REI DA BATIDINHA",Patrai,1712514,10540625,195,7,1712514,2024-08-27,spotify:track:3TzANwXYkLsjIY9CT7prcL,Nattan,2024-09-01,['Brasilianische Musik']
"Tito Double P, Joel De La P, Luis R Conriquez",DEMBOW BÉLICO,1331967,10532765,188,9,1331967,2023-06-16,spotify:track:0FkD2FHEZrZIofVkY6XPFK,Double P Records,2023-06-17,[]
Childish Gambino,This Is America,3364034,10532054,1,125,3364034,2020-06-02,spotify:track:0b9oOr2ZgvyQu88wzixux9,Wolf+Rothstein/RCA Records,2020-06-02,"['Alternative', 'Indie Pop', 'Rap/Hip Hop', 'Pop', 'R&B']"
Alex Warren,Carry You Home,1395283,10521730,187,8,1395283,2024-08-22,spotify:track:4uzKAj0mIyYmyhsRRyPXaQ,Atlantic Records,2024-09-27,['Pop']
21 Savage,3AM on Glenwood,3361534,10516478,32,6,3361534,2022-11-04,spotify:track:1MTXYvJ9TSqg9x6WPCDx2n,OVO / Republic Records,2022-11-04,['Rap/Hip Hop']
"Shindy, Shirin David",Affalterbach,1150338,10501134,106,13,1150338,2019-03-22,spotify:track:08Fvx5MZ9RAvSbXOR1jbxy,Sony Music/Friends with Money,2019-03-29,['Rap/Hip Hop']
Lil Nas X,DEAD RIGHT NOW,2498363,10445513,25,8,2498363,2021-09-17,spotify:track:3grVoZ10bm2jUGpo7BxpuF,Columbia,2021-09-17,['Pop']
Piso 21,Puntos Suspensivos,729303,10444408,168,20,729303,2019-01-01,spotify:track:04cd1MHVq1D8v1nuTZoCdv,WM Mexico,2019-01-10,"['Rap/Hip Hop', 'Pop']"
Taylor Swift,False God,2210386,10436781,34,8,2210386,2019-08-23,spotify:track:5hQSXkFgbxjZo9uCwd11so,Taylor Swift,2019-08-23,[]
"Arcane, d4vd",Remember Me (from the series Arcane League of Legends),1644901,10412118,147,7,1644901,2024-11-25,spotify:track:3NqW1FtYalkdAr7gz7Btwh,Riot Games,2024-11-27,[]
Harry Styles,She,2378481,10404729,30,8,2378481,2019-12-13,spotify:track:6SQLk9HSNketfgs2AyIiMs,Columbia,2019-12-13,['Pop']
"Tyler, The Creator",I Hope You Find Your Way Home,3761378,10391924,25,4,3761378,2024-10-28,spotify:track:0pvZCv4JOS5WBu7JITYef6,Columbia,2024-10-28,['Rap/Hip Hop']
TOMORROW X TOGETHER,Deja Vu,1427305,10377475,138,8,1427305,2024-04-01,spotify:track:3aAnwyBJY9OLNLqSgd4fZU,Republic Records - TXT,2024-04-02,['Asiatische Musik']
P!nk,TRUSTFALL,1436121,10370977,110,8,1436121,2023-02-03,spotify:track:4FWbsd91QSvgr1dSWwW51e,RCA Records Label,2023-02-08,['Pop']
"TOMORROW X TOGETHER, Seori",0X1=LOVESONG (I Know I Love You) feat. Seori,1172726,10360208,89,11,1172726,2021-05-31,spotify:track:1Z8TPHiKeCUyClxV6WTTIf,Republic Records - TXT,2021-06-01,['Asiatische Musik']
Agust D,Daechwita,1794593,10351814,38,10,1794593,2020-05-22,spotify:track:0H4ugk6rhnXmTl47ayy9O5,BIGHIT MUSIC,2020-05-22,['Asiatische Musik']
"Drake, Chief Keef",All The Parties (feat. Chief Keef),3524651,10348795,29,5,3524651,2023-10-06,spotify:track:1PIgY9ybyFT9uWLM5POYGY,OVO/Republic,2023-10-06,[]
Dua Lipa,Future Nostalgia,1977494,10329559,145,10,1977494,2020-03-27,spotify:track:6zrJLhslleCHby0wbUnvVy,Urban,2020-03-27,['Pop']
NLE Choppa,Shotta Flow 5,919837,10323522,97,14,919837,2020-06-12,spotify:track:1orjH4IkSH9VrWmRCToKV8,Warner Records,2020-06-13,['Rap/Hip Hop']
Henrique & Juliano,A Maior Saudade - Ao Vivo,1053287,10322100,182,12,1053287,2022-01-01,spotify:track:14JKzKrJbPDflw8XyATMey,Virgin Music Label And Artist Services (S&D),2021-12-25,['Pop']
"mgk, WILLOW",emo girl (feat. WILLOW),1464625,10298322,58,11,1464625,2022-02-04,spotify:track:2AAyBZmMVZSZfgzXRYJOWQ,Bad Boy / Interscope,2022-02-04,[]
"Migos, Travis Scott, Young Thug",Give No Fxk,2783956,10271625,20,8,2783956,2020-02-14,spotify:track:6ZelF5APDN5r6XnFqcnvWR,Quality Control Music/Motown Records,2020-02-14,['Rap/Hip Hop']
V,Slow Dancing (Piano Ver.),2146779,10250612,54,7,2146779,2023-09-08,spotify:track:7pgbDdy7ax962o9d2xJceV,BIGHIT MUSIC,2023-09-08,['Asiatische Musik']
"Young Thug, Drake",Oh U Went (feat. Drake),2302148,10245718,34,7,2302148,2023-06-23,spotify:track:7qLr3HMApUbyDkUvgIvHnB,300 Entertainment/Atl,2023-06-23,['Rap/Hip Hop']
Dennis Lloyd,Never Go Back,944116,10243846,128,13,944116,2019-02-15,spotify:track:2QrXzOqLCVDRZHkToA0tSR,Arista Records,2019-02-15,"['Alternative', 'Pop']"
"Tyler, The Creator",A BOY IS A GUN*,2447566,10230984,21,8,2447566,2019-05-17,spotify:track:1nXZnTALNXiPlvXotqHm66,Columbia,2019-05-17,['Rap/Hip Hop']
Rihanna,Where Have You Been,1850804,10229611,65,7,1850804,2023-02-13,spotify:track:1uN0f4NqMDcReSwXO6PLuG,Def Jam Recordings,2023-02-14,['Pop']
Kendrick Lamar,Savior - Interlude,3640226,10229329,28,6,3640226,2022-05-13,spotify:track:5PPUw4Xo3Hz6rl4GpBfd3c,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,2022-05-13,['Rap/Hip Hop']
Halsey,"I am not a woman, I'm a god",1697197,10225584,43,9,1697197,2021-08-27,spotify:track:5RhFmJifQe83FpQ6ZFFTZ5,Capitol Records,2021-08-27,['Alternative']
Mac Miller,Hand Me Downs,2334705,10209335,38,8,2334705,2020-01-17,spotify:track:2Yv2mHzr5AQavVdwQjEokV,Warner Records,2020-01-17,['Rap/Hip Hop']
"Rauw Alejandro, Nicky Jam",Que Le De,688230,10185839,197,16,688230,2019-03-16,spotify:track:08aYFNUTIOMGq93e2VSArQ,"Duars Entertainment, Corp.",2019-04-12,['Latin Musik']
Zach Bryan,East Side of Sorrow,2374359,10150926,38,7,2374359,2023-08-25,spotify:track:00syWkRGIVQvYsg2OwfBUw,Warner Records,2023-08-25,['Country']
Ghali,Casa Mia,1628280,10150831,132,7,1628280,2024-02-11,spotify:track:4cWrKV5SN7AknqPy4ryBDG,Warner Music,2024-02-12,['Rap/Hip Hop']
SZA,Scorsese Baby Daddy,2053109,10150017,105,7,2053109,2024-12-21,spotify:track:2E7a96qey4AzSOdK6H21vS,Top Dawg Entertainment/RCA Records,2024-12-21,['R&B']
"Ed Sheeran, Young Thug, J Hus",Feels (feat. Young Thug & J Hus),1938656,10145015,36,9,1938656,2019-07-12,spotify:track:1Bdptrvb7nQkq8kCw3siE9,Atlantic Records UK,2019-07-12,['Pop']
Charlie Puth,I Warned Myself,964544,10117166,107,14,964544,2019-08-23,spotify:track:3707IBa4HnS3zDDoWfeUBl,Artist Partner,2019-08-23,['Pop']
Taylor Swift,Babe (Taylor's Version) (From The Vault),2511550,10093273,37,7,2511550,2021-11-12,spotify:track:0v4z1tuZvn6LGknom9Qx7d,Taylor Swift,2021-11-12,[]
Bad Bunny,Una Velita,3058953,10090210,16,6,3058953,2024-09-20,spotify:track:059qzhNaJb8tsqpdl2bHfF,Rimas Entertainment LLC.,2024-09-20,['Latin Musik']
Justin Bieber,Come Around Me,2234097,10086475,32,8,2234097,2020-02-14,spotify:track:2o9LAypwGH4ctV0i9boo6d,RBMG/Def Jam,2020-02-14,['Pop']
Slimane,Mon amour,1878361,10080658,69,6,1878361,2024-05-12,spotify:track:4BVcVEp6Df9VQN5qFwxDn3,Universal Music Division Capitol Music France,2024-05-13,['Pop']
Drake,Time Flies,2680305,10060398,23,8,2680305,2020-05-01,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,OVO,2020-05-01,['Rap/Hip Hop']
"Pharrell Williams, Miley Cyrus",Doctor (Work It Out) [feat. Miley Cyrus],2062474,10058191,53,7,2062474,2024-03-01,spotify:track:4f9wNNZET9wH7eMBgONd3d,Columbia,2024-03-01,[]
"¥$, Kanye West, Ty Dolla $ign",HOODRAT,2908491,10049799,23,5,2908491,2024-02-11,spotify:track:71MzcOebEC5KoWBbzvFPkj,YZY,2024-02-11,['Rap/Hip Hop']
Halsey,So Good,1635208,10039150,59,9,1635208,2022-06-10,spotify:track:6kxaaIeowajN7w21PfMLbu,Capitol Records,2022-06-10,['Alternative']
"Taylor Swift, The Chicks",Soon You’ll Get Better (feat. The Chicks),2307187,10038462,31,8,2307187,2019-08-23,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,Taylor Swift,2019-08-23,[]
"Dreamville, J. Cole, Lute, DaBaby",Under The Sun (with J. Cole & Lute feat. DaBaby),1464930,10031440,53,11,1464930,2019-07-05,spotify:track:6MF4tRr5lU8qok8IKaFOBE,Dreamville/Interscope Records,2019-07-05,['Rap/Hip Hop']
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),2040071,10023393,114,7,2040071,2023-01-01,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,Polar Music International AB,2022-12-31,[]
"Summer Cem, Capital Bra",Diamonds (feat. Capital Bra),886947,10008216,121,14,886947,2019-06-14,spotify:track:2QpxC2yag7Ec7Ut1dovXKb,Banger Musik/WM Germany,2019-06-14,['Rap/Hip Hop']
Mac Miller,I Can See,2481820,10002673,35,7,2481820,2020-01-17,spotify:track:3R8CyhJfVjvgIROd5RSGhQ,Warner Records,2020-01-17,['Rap/Hip Hop']
Adele,Chasing Pavements,1296775,9986984,72,11,1296775,2021-10-15,spotify:track:0Z5ok0QLLttAKsujOZYOXf,XL Recordings,2021-10-15,['Pop']
"DJ Khaled, Travis Scott, Post Malone",Celebrate (feat. Travis Scott & Post Malone),1453599,9981587,64,9,1453599,2019-05-17,spotify:track:5DiuFfnqqyWKat40eY8r8y,Epic/We The Best,2019-05-17,['Rap/Hip Hop']
"Skrillex, Fred again.., Flowdan",Rumble,1430081,9981167,160,9,1430081,2023-01-05,spotify:track:1GfBLbAhZUWdseuDqhocmn,OWSLA/Atlantic,2023-01-06,"['Electro', 'Dance']"
V,Blue,2259885,9923067,45,7,2259885,2023-09-08,spotify:track:2UU11hvjN1JIn4iihEodNT,BIGHIT MUSIC,2023-09-08,['Asiatische Musik']
"Metro Boomin, A$AP Rocky, Takeoff",Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),1738291,9912090,88,7,1738291,2022-12-02,spotify:track:27RDADqLHPALTugdGEyGtG,Republic Records,2022-12-02,['Rap/Hip Hop']
