rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,year-month,genres
174,spotify:track:5hcisvFMidkMJlElTO9Qmw,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Sensualidad,Hear This Music,174,-1,1,574374,2017-11-03,2017-11,['Latin Music']
184,spotify:track:0Gux2yTMWYOlcBUNjGJu5p,"Big Sean, Metro Boomin, 21 Savage",Pull Up N Wreck (& Metro Boomin),Republic/MB/Big Sean,184,-1,1,550707,2017-11-03,2017-11,['Hip Hop']
179,spotify:track:4lESS6vuruP6a79KWRaQou,"Maluma, Nego do Borel",Corazón (feat. Nego do Borel),Sony Music Latin,179,-1,1,566974,2017-11-03,2017-11,['Hip Hop']
148,spotify:track:5gIRPQWULwrvIt0F6pY7ph,"Kygo, OneRepublic",Stranger Things (feat. OneRepublic),Kygo,148,-1,1,655221,2017-11-03,2017-11,['Electronic']
118,spotify:track:5ZX1X9Rl4zbx1Wwyn3idVD,"Sam Smith, Yebba",No Peace,PLG - Capitol,118,-1,1,795642,2017-11-03,2017-11,['Pop']
107,spotify:track:3AFPGvRzeKeNJbIbLwcz4G,Sam Smith,HIM,PLG - Capitol,107,-1,1,836541,2017-11-03,2017-11,['Pop']
102,spotify:track:1p1SbqeipOd4ezKUpxqaz6,Sam Smith,"Baby, You Make Me Crazy",PLG - Capitol,102,-1,1,871626,2017-11-03,2017-11,['Pop']
144,spotify:track:6TwcRSQgztJFw8tQDrs35D,Sam Smith,The Thrill Of It All,PLG - Capitol,144,-1,1,661669,2017-11-03,2017-11,['Pop']
142,spotify:track:6t4rYZeShwJai1YSs0tWOQ,Sam Smith,Scars,PLG - Capitol,142,-1,1,670640,2017-11-03,2017-11,['Pop']
137,spotify:track:3zesxb7sOGbeSwUrzLUP0f,Sam Smith,Palace,PLG - Capitol,137,-1,1,685450,2017-11-03,2017-11,['Pop']
200,spotify:track:6NWl2m8asvH83xjuXVNsuG,Lil Xan,Betrayed,Columbia,200,-1,1,480924,2017-11-04,2017-11,"['Pop', 'Hip Hop']"
180,spotify:track:6GNifiuBPrKFpwNBYnooFm,"Lil Uzi Vert, Nicki Minaj, Oh Wonder",The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Generation Now/Atlantic,180,-1,1,531744,2017-11-09,2017-11,['Hip Hop']
189,spotify:track:14EgW52HVqnLHd30bgbPxg,"Ty Dolla $ign, Future, Kiiara",Darkside (with Ty Dolla $ign & Future feat. Kiiara),Atlantic Records,189,-1,1,529840,2017-11-10,2017-11,['Movie/Game Music']
195,spotify:track:4EsYkJjHKMejYLp54woB9c,Wiz Khalifa,Letterman,Taylor Gang/Atlantic,195,-1,1,522777,2017-11-10,2017-11,"['Electronic', 'Hip Hop']"
198,spotify:track:3fJaqjV813edLN5wrxUPkc,Sigrid,Strangers,Universal-Island Records Ltd.,198,-1,1,519130,2017-11-10,2017-11,"['Electronic', 'Pop']"
192,spotify:track:1ZyQGXH9dZ4AecevHhKUxi,Bastille,World Gone Mad,Atlantic Records,192,-1,1,524915,2017-11-10,2017-11,['Alternative/Indie']
164,spotify:track:3hmrgEKcLEQi0rlk3mJfZ7,G-Eazy,The Plan,BPG/RVG/RCA Records,164,-1,1,578068,2017-11-10,2017-11,"['Electronic', 'Hip Hop']"
75,spotify:track:2z4pcBLQXF2BXKFvd0BuB6,"Jason Derulo, French Montana",Tip Toe (feat. French Montana),Beluga Heights/Warner Records,75,-1,1,997857,2017-11-10,2017-11,['Pop']
175,spotify:track:3ncgNpxLoBQ65ABk4djDyd,"Famous Dex, A$AP Rocky",PICK IT UP (feat. A$AP Rocky),300 Entertainment,175,-1,1,511811,2017-11-11,2017-11,['Hip Hop']
193,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,Eminem,Rap God,Aftermath,193,-1,1,487012,2017-11-11,2017-11,"['Electronic', 'Hip Hop']"
188,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,188,-1,1,490719,2017-11-11,2017-11,['Hip Hop']
177,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,177,-1,1,510564,2017-11-11,2017-11,"['Christmas', 'Pop']"
185,spotify:track:2vjmyyAnDUzilFYxOlTdO1,6ix9ine,GUMMO,Scumgang/TenThousand Projects,185,-1,1,488996,2017-11-14,2017-11,"['Electronic', 'Hip Hop']"
176,spotify:track:3whrwq4DtvucphBPUogRuJ,"Camila Cabello, Daddy Yankee",Havana - Remix,Syco Music/Epic,176,-1,1,510048,2017-11-15,2017-11,['Latin Music']
80,spotify:track:6sn8WaooLLVhQvU96wtEAm,Lil Peep,Save That Shit,Lil Peep,80,-1,1,880098,2017-11-16,2017-11,"['Rock', 'Hip Hop']"
155,spotify:track:0bcEHhsuLRDm712CQHomdm,"Lil Peep, Lil Tracy",Awful Things,Lil Peep,155,-1,1,590140,2017-11-16,2017-11,['Rock']
120,spotify:track:22fRl49GSpRdu3J2EPj1i6,Lil Peep,Benz Truck (гелик),Lil Peep,120,-1,1,696238,2017-11-16,2017-11,"['Alternative/Indie', 'Electronic', 'Rock', 'Hip Hop']"
110,spotify:track:5mAxA6Q1SIym6dPNiFLUyd,"Steve Aoki, Lauren Jauregui",All Night,"Ultra Records, LLC",110,-1,1,776563,2017-11-17,2017-11,['Electronic']
148,spotify:track:6mVjlizvk7mq58DJl7pQ2j,"G-Eazy, Zoe Nash",The Beautiful & Damned,BPG/RVG/RCA Records,148,-1,1,652234,2017-11-17,2017-11,['Hip Hop']
154,spotify:track:0OI7AFifLSoGzpb8bdBLLV,"mgk, X Ambassadors, Bebe Rexha","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Atlantic Records,154,-1,1,633368,2017-11-17,2017-11,['Pop']
163,spotify:track:5VJ1eVOnlAlaA2mQcwmKC8,Fall Out Boy,HOLD ME TIGHT OR DON’T,Island Records,163,-1,1,601208,2017-11-17,2017-11,"['Rock', 'Alternative/Indie', 'Electronic', 'Pop']"
165,spotify:track:6ayTAnEwP3Yo4DOjLsN5r2,"Flo Rida, Maluma",Hola (feat. Maluma),Poe Boy/Atlantic,165,-1,1,589810,2017-11-17,2017-11,['Hip Hop']
31,spotify:track:1zsG4eaZmkA1dvjDDsAGLK,"Luis Fonsi, Demi Lovato",Échame La Culpa,UMLE - Latino,31,-1,1,1615580,2017-11-17,2017-11,"['Latin Music', 'Pop']"
96,spotify:track:68m6iwhKElLTBaGRG1LLwE,"Diplo, MØ",Get It Right,Mad Decent,96,-1,1,820678,2017-11-17,2017-11,['Electronic']
176,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Epic,176,-1,1,504638,2017-11-18,2017-11,"['Christmas', 'Pop']"
199,spotify:track:0taOCiup4HNG9LmbduVlJj,YBN Nahmir,Rubbin off the Paint,2018,199,-1,1,461977,2017-11-18,2017-11,"['Electronic', 'Hip Hop']"
94,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D,"Anitta, J Balvin",Downtown,WM Brazil,94,-1,1,716191,2017-11-19,2017-11,['Pop']
199,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,I'm Yours,Atlantic Records/ATG,199,-1,1,460058,2017-11-23,2017-11,"['Chill', 'Pop']"
88,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,James Arthur,Naked,Columbia Local,88,-1,1,813217,2017-11-24,2017-11,"['Alternative/Indie', 'Pop', 'Hip Hop']"
172,spotify:track:7kK2m2KDEL0W8oFq6fuOcf,Salmo,PERDONAMI,Epic,172,-1,1,506361,2017-11-24,2017-11,['Hip Hop']
170,spotify:track:6W6ijKiufUsBBcgJPKis6T,Little Mix,Is Your Love Enough?,Syco Music,170,-1,1,510957,2017-11-24,2017-11,"['Electronic', 'Pop']"
169,spotify:track:3T7dNA7O8c3Axj5WyDNcH3,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,169,-1,1,512131,2017-11-24,2017-11,['Christmas']
165,spotify:track:34t13rSSZtr22CjcmroMmh,"Craig David, Bastille",I Know You (feat. Bastille),Speakerbox/Insanity Records,165,-1,1,523976,2017-11-24,2017-11,['R&B/Soul']
180,spotify:track:5hslUAKq9I9CG2bAulFkHN,Andy Williams,It's the Most Wonderful Time of the Year,Columbia/Legacy,180,-1,1,496916,2017-11-24,2017-11,['Christmas']
186,spotify:track:0lLdorYw7lVrJydTINhWdI,Michael Bublé,It's Beginning to Look a Lot like Christmas,Reprise,186,-1,1,486154,2017-11-24,2017-11,"['Christmas', 'Jazz']"
181,spotify:track:32OWobmyAz8J2qA8iWekyS,Justin Bieber,Mistletoe,RBMG/Def Jam,181,-1,1,492360,2017-11-24,2017-11,"['Christmas', 'Pop']"
160,spotify:track:1ADjWm8QNhgNV8yCNNgQ1T,Ariana Grande,Santa Tell Me,Universal Records,160,-1,1,545434,2017-11-25,2017-11,"['Christmas', 'Pop']"
168,spotify:track:3t6j6WNv2OSn6qm5Vxynub,"Maluma, French Montana",GPS (feat. French Montana),Sony Music Latin,168,-1,1,522264,2017-11-25,2017-11,"['Latin Music', 'Hip Hop']"
172,spotify:track:1hvpDAxZPKjKztOc72sv06,Band Aid,Do They Know It's Christmas? - 1984 Version,EMI,172,-1,1,507723,2017-11-25,2017-11,"['Christmas', 'Pop']"
174,spotify:track:4IdXngKo4g5exqZ0fQTecu,Bobby Helms,Jingle Bell Rock,Geffen,174,-1,1,497928,2017-11-25,2017-11,['Christmas']
176,spotify:track:0pDaqgIForVNO4jrtTxcWT,MC's Jhowzinho & Kadinho,Agora Vai Sentar,Warner Music Brasil sob licenciamento exclusivo da Play Produtora e Start Music,176,-1,1,494886,2017-11-25,2017-11,['Hip Hop']
177,spotify:track:7taXf5odg9xCAZERYfyOkS,José Feliciano,Feliz Navidad,RCA Records Label,177,-1,1,463787,2017-11-26,2017-11,"['Latin Music', 'Christmas', 'Pop']"
168,spotify:track:3zJw3rugfpVrmBeDDnUYzy,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,EMI Catalogue,168,-1,1,489097,2017-11-26,2017-11,['Rock']
190,spotify:track:22nyEAEM29tcBRhukR089b,Jaden,Icon,MSFTS/Roc Nation,190,-1,1,477999,2017-11-27,2017-11,['Hip Hop']
163,spotify:track:4DTpngLjoHj5gFxEZFeD3J,"Kodak Black, Lil Wayne",Codeine Dreaming (feat. Lil Wayne),Atlantic Records,163,-1,1,534818,2017-11-27,2017-11,['Hip Hop']
200,spotify:track:6xqAP7kpdgCy8lERQHh29c,"Booba, Damso",113,Universal Music Distribution Deal,200,-1,1,546878,2017-12-01,2017-12,['Hip Hop']
192,spotify:track:2ISl1zekPsc26sUQpVt8UB,Shakin' Stevens,Merry Christmas Everyone,Sony Music CG,192,-1,1,566053,2017-12-01,2017-12,"['Rock', 'Christmas', 'Pop']"
127,spotify:track:3JbSLr2OhsivV46whJyGeb,"Taylor Swift, Ed Sheeran, Future",End Game,"Big Machine Records, LLC",127,-1,1,733642,2017-12-01,2017-12,"['Electronic', 'Pop']"
130,spotify:track:3VTNVsTTu05dmTsVFrmGpK,"The Pogues, Kirsty MacColl",Fairytale of New York (feat. Kirsty MacColl),WM UK,130,-1,1,718555,2017-12-01,2017-12,"['Christmas', 'Folk', 'Pop']"
188,spotify:track:4gavOCQdZ2g86gkvi17FM7,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney Catalog,188,-1,1,568130,2017-12-01,2017-12,"['Christmas', 'Classical', 'Pop']"
146,spotify:track:3TcMyNevhQZ35yaA8jHSBq,Taylor Swift,I Did Something Bad,"Big Machine Records, LLC",146,-1,1,679727,2017-12-01,2017-12,['Pop']
168,spotify:track:0OnfGJsCc1m9utfUYqid6O,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",168,-1,1,628825,2017-12-01,2017-12,['Pop']
162,spotify:track:0ZoHHROTzwIYeNAHRPedTY,Chris Rea,Driving Home for Christmas,Rhino,162,-1,1,636954,2017-12-01,2017-12,"['Rock', 'Christmas', 'Pop']"
175,spotify:track:7CneiDesUKFJO3Ix01dnfr,Taylor Swift,Delicate,"Big Machine Records, LLC",175,-1,1,609436,2017-12-01,2017-12,['Pop']
40,spotify:track:3YU6vJbjYUG0tiJyXf9x5V,"G-Eazy, Halsey",Him & I (with Halsey),BPG/RVG/RCA Records,40,-1,1,1517139,2017-12-01,2017-12,['Hip Hop']
3,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,"Ed Sheeran, Beyoncé",Perfect Duet (Ed Sheeran & Beyoncé),Atlantic Records UK,3,-1,1,4250965,2017-12-01,2017-12,['Pop']
76,spotify:track:3zxrecYFao03IrrcyFiaMU,Louis Tomlinson,Miss You,Syco Music,76,-1,1,1006034,2017-12-01,2017-12,"['Pop', 'Hip Hop']"
52,spotify:track:0OlnLZY4cmQzT6ZGttvWBM,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",So Far Away (feat. Jamie Scott & Romy Dya),Epic Amsterdam,52,-1,1,1288704,2017-12-01,2017-12,['Electronic']
200,spotify:track:4fzyvSu73BhGvi96p2zwjL,Coldplay,Christmas Lights,Parlophone UK,200,-1,1,529989,2017-12-02,2017-12,['Christmas']
199,spotify:track:550rQQCGkrTzvp4SfpOPzx,Pentatonix,Hallelujah,RCA Records Label,199,-1,1,530105,2017-12-02,2017-12,"['Christmas', 'Pop']"
185,spotify:track:4tHqQMWSqmL6YjXwsqthDI,John Williams,"Carol of the Bells (From ""Home Alone"" Soundtrack)",Masterworks,185,-1,1,553059,2017-12-02,2017-12,['Movie/Game Music']
153,spotify:track:5humEOJehpAwMJEJmb0JJ2,Nat King Cole,The Christmas Song (Merry Christmas To You),Capitol Records,153,-1,1,635273,2017-12-02,2017-12,"['Christmas', 'Jazz']"
158,spotify:track:6tjituizSxwSmBB5vtgHZE,Michael Bublé,Holly Jolly Christmas,Reprise,158,-1,1,624454,2017-12-02,2017-12,['Christmas']
162,spotify:track:7Hz6LLOVxrojLPIHJJ1S0E,Sam Smith,Have Yourself A Merry Little Christmas,PLG - Capitol,162,-1,1,611892,2017-12-02,2017-12,"['Christmas', 'R&B/Soul']"
165,spotify:track:65Q2mv3UlVi9eO70OpsmSe,The Weavers,We Wish You A Merry Christmas,Geffen,165,-1,1,605869,2017-12-02,2017-12,"['Christmas', 'Folk', 'Pop']"
167,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,Elvis Presley,Blue Christmas,RCA Victor,167,-1,1,602886,2017-12-02,2017-12,"['Christmas', 'Pop', 'Country']"
183,spotify:track:3AlpkljBS1AU7HFVPms8K6,Sia,Santa's Coming for Us,Monkey Puzzle/Atlantic,183,-1,1,529201,2017-12-03,2017-12,"['Christmas', 'Pop']"
178,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,Underneath the Tree,RCA Records Label,178,-1,1,534079,2017-12-03,2017-12,"['Christmas', 'Pop']"
163,spotify:track:6ElmxV9B2mSNscEjP27M7i,Bad Bunny,Chambea,Rimas Entertainment LLC,163,-1,1,560298,2017-12-03,2017-12,"['Latin Music', 'Electronic', 'Hip Hop']"
197,spotify:track:299lFlaAsNQdgbIZNPmIA0,Vince Guaraldi Trio,Christmas Time Is Here,Fantasy Records,197,-1,1,499248,2017-12-03,2017-12,"['Christmas', 'Electronic', 'Jazz']"
197,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",197,-1,1,512884,2017-12-04,2017-12,['Pop']
186,spotify:track:0BlY60NrN0fFWbdW3RW40q,Camila Cabello,Never Be the Same - Radio Edit,Syco Music/Epic,186,-1,1,573209,2017-12-07,2017-12,['Pop']
130,spotify:track:7hvxMYq9JW5W0vFwiu1Zdr,Axwell /\ Ingrosso,Dreamer,Pophouse Entertainment Group,130,-1,1,758709,2017-12-08,2017-12,['Electronic']
147,spotify:track:0nhVrTiCGiGRCoZOJiWzm1,"Migos, Marshmello",Danger (with Migos & Marshmello),Atlantic Records,147,-1,1,716349,2017-12-08,2017-12,['Hip Hop']
179,spotify:track:42XnD59SFcomCJu55EPhqJ,"Big Sean, Metro Boomin, 2 Chainz",Big Bidness (& Metro Boomin),Republic/MB/Big Sean,179,-1,1,618978,2017-12-08,2017-12,['Hip Hop']
182,spotify:track:3YeJXuRSNS5FYwOsDu44kD,"Trippie Redd, Travis Scott",Dark Knight Dummo (feat. Travis Scott),"TenThousand Projects, LLC",182,-1,1,610718,2017-12-08,2017-12,['Hip Hop']
195,spotify:track:0fWBFDRTIuk8ZgNdZqhCer,"Big Sean, Metro Boomin, Kash Doll",So Good (& Metro Boomin),Republic/MB/Big Sean,195,-1,1,578606,2017-12-08,2017-12,['Hip Hop']
163,spotify:track:0GOJobsbOSIF99y6CGr5o6,"G-Eazy, Charlie Puth",Sober,BPG/RVG/RCA Records,163,-1,1,661973,2017-12-08,2017-12,['Hip Hop']
167,spotify:track:1So1tVk3gybvc2I0JY8K22,"Charli xcx, Tove Lo, ALMA",Out of My Head (feat. Tove Lo and ALMA),Atlantic Records UK,167,-1,1,651261,2017-12-08,2017-12,['Pop']
96,spotify:track:4V6MRo0CEAC9MwAm7dkPuL,Camila Cabello,Real Friends,Syco Music/Epic,96,-1,1,888454,2017-12-08,2017-12,"['R&B/Soul', 'Pop']"
55,spotify:track:3nWzRkoCa44adZZ00li9sF,"Big Sean, Metro Boomin, Travis Scott",Go Legend (& Metro Boomin),Republic/MB/Big Sean,55,-1,1,1183644,2017-12-08,2017-12,['Hip Hop']
56,spotify:track:4U6BNYzKPDiMzDq84w67B0,Eminem,Untouchable,Aftermath,56,-1,1,1182068,2017-12-08,2017-12,['Hip Hop']
193,spotify:track:3YQUpKTmtgPJf8u6ooi9KA,Elton John,Step Into Christmas - Remastered 1995,EMI,193,-1,1,575714,2017-12-09,2017-12,"['Christmas', 'Pop']"
185,spotify:track:7aiVBCp1ibIWE5GeHkbtxr,Britney Spears,My Only Wish (This Year),Jive,185,-1,1,599815,2017-12-09,2017-12,"['Electronic', 'Pop', 'Rock', 'Christmas']"
197,spotify:track:2pnPe4pJtq7689i5ydzvJJ,Chuck Berry,Run Rudolph Run,Geffen*,197,-1,1,498114,2017-12-10,2017-12,"['Rock', 'Christmas']"
196,spotify:track:2SBr3MK1sdMs8IxdRcN6qz,Kylie Minogue,Santa Baby,Parlophone UK,196,-1,1,503039,2017-12-10,2017-12,"['Christmas', 'Pop']"
199,spotify:track:5Ber68jZ7ytegr2UISEdb7,Michael Bublé,Santa Claus Is Coming to Town,Reprise,199,-1,1,489479,2017-12-10,2017-12,"['Christmas', 'Jazz']"
186,spotify:track:1hy6kKvsPbv7VTcllCuATC,Meghan Trainor,I'll Be Home,Epic,186,-1,1,530836,2017-12-10,2017-12,"['Christmas', 'Electronic', 'Pop']"
181,spotify:track:6pVW5LRWgeLaHudxauOTJU,Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,Legacy Recordings,181,-1,1,548094,2017-12-10,2017-12,['Electronic']
49,spotify:track:6VpQdig9pdpTSIFItgkJV5,Camila Cabello,Never Be the Same,Syco Music/Epic,42,93,5,1179051,2017-12-11,2017-12,['Pop']
22,spotify:track:6ju3FaV3aVLzGzwERKZuFK,"Charlie Puth, French Montana",How Long - Remix,Artist Partner,22,-1,1,1717429,2017-12-12,2017-12,['Pop']
189,spotify:track:7aW0z1jKq6FgB7ffpbocg6,"G-Eazy, Drew Love",Love Is Gone,BPG/RVG/RCA Records,189,-1,1,623948,2017-12-15,2017-12,['Hip Hop']
191,spotify:track:4zWO4gvuFtw6EJZC5FFGlr,"MC Fioti, J Balvin, Stefflon Don, Future, Juan Magán",Bum Bum Tam Tam,Kontor Records,191,-1,1,622470,2017-12-15,2017-12,['Electronic']
163,spotify:track:3zl7j5ua8mF4JDYuxrfo01,"Ed Sheeran, Andrea Bocelli",Perfect Symphony (Ed Sheeran & Andrea Bocelli),Atlantic Records UK,163,-1,1,687624,2017-12-15,2017-12,['Pop']
18,spotify:track:2XDhuJvvx2wcIROXbfTTYr,Eminem,Believe,Aftermath,18,-1,1,2190651,2017-12-15,2017-12,"['Pop', 'Electronic', 'Hip Hop']"
26,spotify:track:0OMt4Qyetdbw2eUEvKBdHH,Eminem,Remind Me,Aftermath,26,-1,1,1742312,2017-12-15,2017-12,"['Rock', 'Hip Hop']"
80,spotify:track:0lc70Jh2s1iOMuv9XIEhFy,Eminem,Castle,Aftermath,80,-1,1,1074150,2017-12-15,2017-12,['Hip Hop']
91,spotify:track:0chdEzeIcgfNYbWJBpgvzR,Eminem,Arose,Aftermath,91,-1,1,989204,2017-12-15,2017-12,['Hip Hop']
61,spotify:track:3PAwprj5tcrX8vV9BbBL9X,Eminem,Revival (Interlude),Aftermath,61,-1,1,1255490,2017-12-15,2017-12,['Hip Hop']
62,spotify:track:05CgKydlFJALNy4JTHeMgs,Eminem,Framed,Aftermath,62,-1,1,1211404,2017-12-15,2017-12,['Hip Hop']
66,spotify:track:3IkACj2ZEsmDLzhQNBW2XH,Eminem,Offended,Aftermath,66,-1,1,1147773,2017-12-15,2017-12,['Hip Hop']
71,spotify:track:7ntU619k40YVxcRvFNDTNn,Eminem,Heat,Aftermath,71,-1,1,1108596,2017-12-15,2017-12,['Hip Hop']
72,spotify:track:5qykEZTHAcplCLrynoLRnN,Eminem,In Your Head,Aftermath,72,-1,1,1106963,2017-12-15,2017-12,"['Pop', 'Hip Hop']"
49,spotify:track:6u0EAxf1OJTLS7CvInuNd7,"Anitta, ZAAC, Maejor, Tropkillaz, DJ Yuri Martins",Vai malandra (feat. Tropkillaz & DJ Yuri Martins),WM Brazil,49,-1,1,1205237,2017-12-18,2017-12,"['Latin Music', 'Pop']"
191,spotify:track:1Ft13La2daEGqz5yWJC7lx,Wolfine,Bella,LOMIORECORDS,191,-1,1,586722,2017-12-20,2017-12,['Latin Music']
197,spotify:track:6a1hzBiTkgqTsDA0Xgfh9z,The Jackson 5,Santa Claus Is Coming To Town,UNI/MOTOWN,197,-1,1,635025,2017-12-22,2017-12,"['Christmas', 'Pop']"
68,spotify:track:7mJ2RZgc9MDpiQBijvPYFX,"Huncho Jack, Travis Scott, Quavo",Saint Laurent Mask,Quality Control Music - Epic,68,-1,1,1193195,2017-12-22,2017-12,['Hip Hop']
62,spotify:track:5RRw66jDLIzgIqwA7ABJ9o,"Huncho Jack, Travis Scott, Quavo",Saint,Quality Control Music - Epic,62,-1,1,1307668,2017-12-22,2017-12,['Hip Hop']
71,spotify:track:4RgoqOBE34Q6zZj8K7RUAx,"Huncho Jack, Travis Scott, Quavo",Go,Quality Control Music - Epic,71,-1,1,1154317,2017-12-22,2017-12,['Hip Hop']
52,spotify:track:5vuiHi3QYbwcm1OKJOYnrf,"Huncho Jack, Travis Scott, Quavo",Huncho Jack,Quality Control Music - Epic,52,-1,1,1433405,2017-12-22,2017-12,['Hip Hop']
51,spotify:track:5TRaIECBIfSkeqkKoG6psm,"Huncho Jack, Travis Scott, Quavo, Offset",Dubai Shit,Quality Control Music - Epic,51,-1,1,1437255,2017-12-22,2017-12,['Hip Hop']
94,spotify:track:45FMZNp09Z0FMjjOUVGAzm,"Huncho Jack, Travis Scott, Quavo",How U Feel,Quality Control Music - Epic,94,-1,1,1006453,2017-12-22,2017-12,['Hip Hop']
82,spotify:track:7bTH8LgGSwyNNE4r1k95Zp,"Huncho Jack, Travis Scott, Quavo",Moon Rock,Quality Control Music - Epic,82,-1,1,1071497,2017-12-22,2017-12,['Hip Hop']
50,spotify:track:4ceMuukXWzAQRYRYXalJMS,"Huncho Jack, Travis Scott, Quavo",Motorcycle Patches,Quality Control Music - Epic,50,-1,1,1439797,2017-12-22,2017-12,['Hip Hop']
34,spotify:track:2GByM82VgSrwywP6MVZmsm,"Huncho Jack, Travis Scott, Quavo",Black & Chinese,Quality Control Music - Epic,34,-1,1,1681439,2017-12-22,2017-12,['Hip Hop']
33,spotify:track:4vwfOiyWxXeEdx4ejAJgdx,"Huncho Jack, Travis Scott, Quavo, Takeoff",Eye 2 Eye,Quality Control Music - Epic,33,-1,1,1692202,2017-12-22,2017-12,['Hip Hop']
27,spotify:track:7CRVv14VLogIh8BZLcRpJM,"Huncho Jack, Travis Scott, Quavo",Modern Slavery,Quality Control Music - Epic,27,-1,1,1816179,2017-12-22,2017-12,['Hip Hop']
157,spotify:track:75FDPwaULRdYDn4StFN2rT,"Cardi B, 21 Savage",Bartier Cardi (feat. 21 Savage),KSR/Atlantic,157,-1,1,754122,2017-12-22,2017-12,['Hip Hop']
195,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,The Ronettes,Sleigh Ride,Legacy Recordings,195,-1,1,636975,2017-12-22,2017-12,['Christmas']
189,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,The Beach Boys,Little Saint Nick - 1991 Remix,Capitol Records,189,-1,1,640281,2017-12-22,2017-12,"['Christmas', 'Classical']"
104,spotify:track:11cCVYamncF0ezwjj1irQ0,"Huncho Jack, Travis Scott, Quavo",Where U From,Quality Control Music - Epic,104,-1,1,971896,2017-12-22,2017-12,['Hip Hop']
200,spotify:track:4FPrAERfkPKOBKrRoyuxLu,Michael Bublé,Cold December Night,Reprise,200,-1,1,628079,2017-12-22,2017-12,"['Christmas', 'Pop', 'Jazz']"
148,spotify:track:2hIFuoXhzcZGvmdtSE35lc,"Huncho Jack, Travis Scott, Quavo",Best Man,Quality Control Music - Epic,148,-1,1,793833,2017-12-22,2017-12,['Hip Hop']
169,spotify:track:5lyikKk6KFWfWCuDDir9Fx,Miley Cyrus,Rockin' Around The Christmas Tree,RCA Records Label,169,-1,1,700536,2017-12-23,2017-12,"['Electronic', 'Pop', 'Rock', 'Christmas']"
166,spotify:track:15coTBAzEN1bOeipoNDZAR,*NSYNC,"Merry Christmas, Happy Holidays",RCA Records Label,166,-1,1,705819,2017-12-23,2017-12,"['Christmas', 'Pop']"
156,spotify:track:6s2wpWPFPAgKg2LXxi1Oee,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",NITRON concepts,156,-1,1,738027,2017-12-23,2017-12,['Christmas']
152,spotify:track:05X6aMCQR09E6smUmw9qms,Queen,Thank God It's Christmas - Non-Album Single,EMI,152,-1,1,761682,2017-12-23,2017-12,"['Rock', 'Christmas', 'Classical']"
195,spotify:track:78pn8k7RogKo2oxl0DyX6d,Leona Lewis,One More Sleep,Syco Music,195,-1,1,630828,2017-12-23,2017-12,"['Christmas', 'Pop']"
187,spotify:track:4eqne0oIdt9GW2ubiliny0,Judy Garland,Have Yourself a Merry Little Christmas,Delta - X5 Music Group,187,-1,1,654093,2017-12-23,2017-12,"['Christmas', 'Pop']"
185,spotify:track:0xPaZrF25ltzvz1a2Pm5DQ,Michael Bublé,All I Want for Christmas Is You,Reprise,185,-1,1,657455,2017-12-23,2017-12,"['Christmas', 'Jazz']"
179,spotify:track:2qqZ5fOGuNvYVzgPFDLQ4l,Boney M.,Mary's Boy Child / Oh My Lord,Sony Music Catalog,179,-1,1,680069,2017-12-23,2017-12,"['Christmas', 'Electronic', 'Pop']"
177,spotify:track:3E6Ydoy1H8ePoigc10Mgsa,Sia,Snowman,Monkey Puzzle/Atlantic,177,-1,1,681909,2017-12-23,2017-12,"['Alternative/Indie', 'Christmas', 'Pop']"
100,spotify:track:66WPXyhXqMlkM1kZhyEXWK,Michael Bublé,Christmas (Baby Please Come Home),Reprise,100,-1,1,1063365,2017-12-24,2017-12,"['Christmas', 'Jazz']"
